Attrition,Gender,Age,MaritalStatus,EducationField,Level of Education,MonthlyIncome,DistanceFromHome,NumCompaniesWorked,JobLevel,OverTime,PercentSalaryHike,PerformanceRating,BusinessTravel,StockOptionLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance
No,Male,42,Married,Life Sciences,3,10124,2,2,3,Yes,14,3,Travel_Frequently,1,20,8,13,9,4,3,4,3,1
No,Male,40,Married,Medical,2,5473,9,0,2,No,12,3,Travel_Rarely,0,8,4,7,1,1,3,1,4,4
No,Male,33,Married,Life Sciences,4,5207,28,1,2,Yes,12,3,Travel_Rarely,1,15,14,5,7,2,3,3,2,3
No,Male,40,Single,Medical,2,16437,6,1,4,Yes,21,4,Travel_Rarely,0,21,7,7,7,3,3,4,4,3
No,Male,24,Divorced,Technical Degree,2,2296,21,0,1,No,14,3,Travel_Rarely,3,1,1,0,0,3,2,1,2,3
No,Male,40,Divorced,Life Sciences,2,4069,8,3,2,Yes,18,3,Non-Travel,0,2,2,2,2,4,3,4,3,3
No,Male,45,Divorced,Technical Degree,4,7441,1,1,3,No,12,3,Travel_Rarely,3,10,8,7,7,1,3,2,1,3
No,Female,35,Married,Life Sciences,4,2430,28,0,1,No,23,4,Travel_Rarely,2,5,3,4,2,2,2,3,1,3
No,Female,32,Married,Life Sciences,2,5878,5,3,2,No,12,3,Travel_Rarely,1,7,1,2,5,4,2,2,1,3
No,Male,36,Single,Life Sciences,4,2644,2,3,1,Yes,21,4,Travel_Rarely,0,3,2,1,2,3,3,4,4,2
No,Female,48,Divorced,Life Sciences,4,6439,16,8,2,No,14,3,Travel_Rarely,1,8,7,7,7,3,3,3,3,3
No,Male,29,Married,Life Sciences,3,2451,9,6,1,No,18,3,Travel_Rarely,2,1,0,0,0,3,4,3,1,2
No,Male,33,Married,Life Sciences,4,6392,8,2,2,No,13,3,Travel_Rarely,1,2,2,2,2,1,3,1,4,1
Yes,Male,30,Married,Life Sciences,3,9714,1,1,2,No,11,3,Travel_Rarely,1,10,8,6,7,2,2,1,4,3
No,Male,38,Married,Human Resources,4,6077,10,3,2,No,11,3,Travel_Frequently,0,6,3,1,2,3,3,3,3,3
No,Male,35,Single,Medical,3,2450,1,1,1,No,19,3,Travel_Rarely,0,3,0,1,2,4,2,1,2,3
No,Male,30,Married,Technical Degree,4,9250,29,3,3,No,12,3,Travel_Rarely,1,4,2,1,3,3,3,2,2,3
Yes,Female,35,Divorced,Life Sciences,3,2074,2,1,1,Yes,12,3,Travel_Rarely,1,1,0,0,0,1,3,1,4,3
Yes,Female,53,Married,Technical Degree,5,10169,2,0,3,No,16,3,Travel_Rarely,1,33,7,1,9,3,2,4,2,3
Yes,Male,38,Married,Medical,3,4855,2,4,2,No,11,3,Travel_Rarely,2,5,2,1,4,3,3,2,1,3
No,Male,32,Married,Technical Degree,4,4087,1,4,2,No,14,3,Non-Travel,1,6,5,1,2,4,3,1,2,2
No,Female,48,Married,Other,4,2367,15,8,1,No,12,3,Travel_Rarely,1,8,2,7,6,3,3,1,4,2
No,Male,34,Single,Medical,4,2972,7,1,1,No,13,3,Travel_Rarely,0,1,0,0,0,1,3,4,3,1
No,Male,55,Married,Marketing,5,19586,26,1,5,No,21,4,Travel_Rarely,1,36,6,2,13,3,2,4,3,3
No,Male,34,Married,Life Sciences,4,5484,1,9,2,No,17,3,Travel_Rarely,1,2,2,2,1,2,3,4,2,2
No,Female,26,Married,Life Sciences,3,2061,3,1,1,No,21,4,Travel_Rarely,0,1,0,0,0,1,3,4,1,3
No,Male,38,Married,Life Sciences,3,9924,14,0,2,No,11,3,Travel_Rarely,1,9,8,7,7,3,3,2,4,3
No,Female,38,Single,Life Sciences,3,4198,16,2,2,No,12,3,Travel_Rarely,0,3,2,1,2,2,3,2,2,4
No,Female,36,Single,Life Sciences,4,6815,1,6,2,No,13,3,Travel_Rarely,0,1,0,0,0,2,3,3,1,3
No,Male,29,Single,Medical,1,4723,3,1,1,Yes,18,3,Travel_Rarely,0,10,9,1,5,2,3,1,4,3
No,Female,35,Single,Medical,4,6142,10,3,2,Yes,16,3,Travel_Rarely,0,5,2,0,4,1,3,3,3,3
No,Male,39,Married,Medical,3,8237,6,2,3,No,11,3,Travel_Rarely,1,7,6,7,6,4,4,3,1,3
No,Male,29,Divorced,Life Sciences,1,8853,2,1,2,No,19,3,Travel_Frequently,1,6,4,1,3,1,3,4,4,4
No,Male,50,Married,Marketing,3,19331,9,4,5,Yes,16,3,Travel_Rarely,1,1,0,0,0,3,3,3,3,3
No,Male,23,Married,Technical Degree,3,2073,10,2,1,No,16,3,Travel_Rarely,1,2,2,2,2,4,4,3,4,3
No,Male,36,Married,Life Sciences,4,5562,6,3,2,Yes,13,3,Travel_Frequently,1,3,2,0,2,1,4,1,4,3
No,Male,42,Single,Other,2,19613,9,8,5,No,22,4,Travel_Rarely,0,1,0,0,1,4,2,4,4,3
No,Male,35,Married,Life Sciences,3,3407,28,1,2,No,17,3,Travel_Rarely,2,10,9,6,8,2,4,3,4,2
No,Male,34,Married,Technical Degree,4,5063,10,1,2,No,14,3,Travel_Frequently,1,8,2,7,7,4,2,3,2,2
No,Female,40,Married,Life Sciences,2,4639,14,1,2,No,15,3,Travel_Rarely,1,5,4,1,2,4,3,1,3,3
No,Male,43,Divorced,Technical Degree,3,4876,27,5,1,No,12,3,Travel_Rarely,1,6,4,0,2,4,4,2,3,3
No,Male,35,Married,Life Sciences,2,2690,7,1,1,No,18,3,Travel_Rarely,1,1,0,0,1,3,2,4,4,2
No,Male,46,Single,Life Sciences,4,17567,1,1,4,No,15,3,Travel_Rarely,0,26,0,0,12,4,4,1,2,1
Yes,Male,28,Married,Medical,3,2408,24,1,1,Yes,17,3,Travel_Rarely,3,1,1,0,0,3,3,2,3,3
No,Female,22,Married,Other,2,2814,26,1,1,Yes,14,3,Non-Travel,0,4,2,1,3,2,2,3,2,2
No,Male,50,Married,Medical,5,11245,20,2,4,Yes,15,3,Travel_Frequently,1,30,8,12,13,2,3,3,3,3
No,Female,32,Married,Other,4,3312,5,3,1,No,17,3,Travel_Rarely,2,3,2,0,2,2,4,4,4,3
No,Female,44,Divorced,Medical,3,19049,7,0,5,Yes,14,3,Travel_Rarely,1,22,7,1,10,2,3,4,4,2
No,Male,30,Married,Medical,3,2141,7,1,1,No,12,3,Travel_Rarely,1,6,4,1,1,2,2,2,2,2
No,Female,45,Single,Medical,5,5769,5,1,2,Yes,14,3,Travel_Rarely,0,10,7,1,4,3,1,1,1,3
No,Male,45,Married,Marketing,3,4385,26,1,2,No,15,3,Non-Travel,1,10,7,4,5,1,2,1,1,3
No,Male,31,Single,Other,4,5332,2,7,2,No,13,3,Travel_Frequently,0,5,2,0,3,4,3,1,4,3
No,Female,36,Married,Life Sciences,4,4663,12,9,2,Yes,12,3,Travel_Rarely,2,3,2,1,1,3,3,3,2,3
No,Male,34,Divorced,Life Sciences,4,4724,10,1,2,No,13,3,Travel_Frequently,1,9,7,7,2,3,4,4,1,3
No,Female,49,Married,Life Sciences,4,3211,25,1,1,No,14,3,Travel_Rarely,1,9,6,1,4,3,3,1,4,2
No,Male,39,Married,Medical,5,5377,10,2,2,No,13,3,Travel_Rarely,3,7,7,7,7,2,3,1,4,3
No,Male,27,Divorced,Other,3,4066,19,1,1,No,11,3,Travel_Rarely,2,7,7,0,7,4,2,1,1,3
No,Male,35,Married,Life Sciences,5,5208,18,1,2,No,11,3,Travel_Rarely,0,16,15,1,10,2,4,1,4,3
No,Female,28,Divorced,Medical,3,4877,27,0,2,No,21,4,Travel_Rarely,1,5,3,0,0,2,1,1,2,2
No,Male,21,Single,Medical,1,3117,5,1,1,No,18,3,Travel_Rarely,0,2,2,2,2,3,3,4,3,3
Yes,Female,18,Single,Medical,2,1569,3,1,1,Yes,12,3,Travel_Frequently,0,0,0,0,0,2,3,4,3,4
No,Female,47,Married,Life Sciences,4,19658,26,3,5,No,11,3,Travel_Rarely,1,5,2,1,0,4,3,3,3,3
No,Male,39,Divorced,Medical,2,3069,3,0,2,No,15,3,Travel_Rarely,1,10,8,0,7,3,2,3,4,3
No,Female,40,Married,Life Sciences,3,10435,15,1,3,No,13,3,Travel_Rarely,2,18,15,14,12,1,2,3,4,3
No,Female,35,Married,Life Sciences,4,4148,8,1,2,No,12,3,Non-Travel,1,14,11,2,9,3,3,3,4,3
No,Male,37,Married,Life Sciences,3,5768,19,3,2,No,17,3,Travel_Rarely,3,4,3,0,2,3,3,3,1,2
No,Female,39,Single,Medical,3,5042,4,0,2,No,13,3,Travel_Frequently,0,9,2,3,8,1,3,3,4,1
No,Female,45,Divorced,Other,2,5770,2,1,2,No,19,3,Travel_Rarely,2,10,7,3,9,4,2,4,1,3
No,Female,38,Married,Medical,2,7756,2,3,3,Yes,19,3,Travel_Rarely,1,5,4,0,2,4,2,3,4,4
Yes,Male,35,Married,Medical,3,10306,10,9,3,No,17,3,Travel_Rarely,0,13,12,6,0,4,2,1,3,3
No,Female,37,Married,Medical,3,3936,10,1,1,No,11,3,Travel_Rarely,1,8,4,7,7,2,3,2,1,1
No,Female,40,Single,Life Sciences,3,7945,16,6,3,Yes,15,3,Travel_Rarely,0,4,2,3,3,3,3,4,4,2
No,Male,44,Married,Human Resources,5,5743,1,4,2,Yes,11,3,Travel_Frequently,0,10,7,0,2,1,3,4,3,3
No,Male,48,Married,Medical,5,15202,4,2,4,No,25,4,Travel_Frequently,1,2,2,2,2,3,2,4,2,3
Yes,Male,35,Divorced,Medical,2,5440,15,6,2,Yes,14,3,Travel_Rarely,2,2,2,2,2,1,1,4,4,2
No,Female,24,Single,Technical Degree,1,3760,2,1,1,Yes,13,3,Travel_Frequently,0,6,3,1,3,1,3,4,3,3
No,Female,27,Married,Medical,3,3517,8,7,1,No,17,3,Travel_Rarely,0,3,2,0,2,2,4,3,1,3
No,Male,27,Single,Medical,3,2580,2,2,1,No,13,3,Travel_Frequently,0,4,2,1,2,4,3,4,3,2
Yes,Male,40,Single,Life Sciences,3,2166,7,3,1,Yes,14,3,Travel_Rarely,0,4,2,0,3,1,3,1,2,1
No,Male,29,Single,Medical,3,5869,10,9,2,No,11,3,Travel_Rarely,0,5,2,1,4,3,2,3,3,3
No,Female,36,Married,Life Sciences,4,8008,5,4,3,No,12,3,Travel_Rarely,2,3,2,0,2,2,3,1,3,3
No,Male,25,Divorced,Life Sciences,1,5206,2,1,2,No,17,3,Travel_Frequently,2,7,7,0,7,4,4,3,3,3
No,Male,39,Married,Medical,3,5295,12,4,2,No,21,4,Travel_Rarely,0,5,4,1,0,4,3,2,3,3
No,Female,49,Married,Other,4,16413,22,3,4,No,16,3,Travel_Rarely,2,4,2,1,2,1,3,2,2,3
No,Female,50,Divorced,Life Sciences,5,13269,17,5,3,No,15,3,Travel_Rarely,3,14,11,1,11,4,2,1,3,3
No,Female,20,Single,Medical,3,2783,2,1,1,No,19,3,Travel_Rarely,0,2,2,2,2,3,3,3,1,3
No,Female,34,Divorced,Life Sciences,3,5433,3,1,2,No,12,3,Travel_Rarely,1,11,8,7,9,4,3,2,3,3
No,Male,36,Single,Life Sciences,3,2013,7,2,1,No,11,3,Travel_Rarely,0,4,3,1,3,1,3,2,3,3
No,Female,49,Married,Life Sciences,1,13966,6,2,4,Yes,19,3,Travel_Rarely,1,15,11,2,12,3,2,3,2,3
No,Female,36,Married,Medical,4,4374,1,0,2,No,15,3,Non-Travel,0,3,2,1,2,4,2,3,3,3
No,Male,36,Divorced,Life Sciences,2,6842,3,6,2,No,20,4,Travel_Rarely,1,5,4,0,4,4,4,1,1,3
No,Female,54,Married,Medical,5,17426,22,3,4,No,25,4,Travel_Rarely,1,10,8,4,7,2,3,3,3,3
No,Male,43,Married,Life Sciences,2,17603,15,1,4,No,24,4,Travel_Rarely,1,14,10,6,11,3,2,3,1,3
Yes,Male,35,Single,Other,4,4581,12,3,2,Yes,24,4,Travel_Frequently,0,11,9,6,7,4,3,4,1,4
No,Male,38,Married,Life Sciences,3,4735,1,7,2,No,15,3,Travel_Frequently,2,13,11,2,9,4,3,4,4,4
No,Male,29,Divorced,Medical,3,4187,5,1,2,Yes,13,3,Travel_Rarely,1,10,0,0,9,1,2,2,2,2
No,Male,33,Divorced,Medical,4,5505,2,1,2,No,14,3,Travel_Rarely,2,6,2,0,4,4,3,4,3,3
No,Male,32,Divorced,Medical,3,5470,2,0,2,No,13,3,Travel_Rarely,2,9,5,1,6,4,3,2,3,2
No,Female,31,Married,Life Sciences,4,5476,5,1,2,No,11,3,Travel_Rarely,2,10,0,0,2,1,3,4,1,3
No,Female,49,Divorced,Medical,3,2587,16,4,1,Yes,16,3,Travel_Rarely,1,2,2,2,2,4,3,1,2,2
No,Female,38,Single,Medical,3,2440,2,1,1,No,22,4,Travel_Frequently,0,4,3,3,3,4,2,2,2,3
No,Female,47,Divorced,Life Sciences,4,15972,2,6,4,No,14,3,Travel_Rarely,3,3,2,1,2,2,4,2,3,3
No,Male,49,Single,Life Sciences,3,15379,1,4,4,No,14,3,Travel_Rarely,0,8,7,0,0,3,3,3,1,3
No,Male,41,Single,Life Sciences,2,7082,23,3,3,Yes,16,3,Travel_Rarely,0,2,0,0,2,4,3,3,4,3
No,Male,20,Single,Life Sciences,1,2728,9,1,1,No,11,3,Travel_Rarely,0,2,2,0,2,4,3,1,1,3
No,Female,33,Divorced,Life Sciences,3,5368,16,1,2,Yes,25,4,Non-Travel,1,6,5,1,2,3,3,4,3,3
No,Male,36,Married,Life Sciences,4,5347,26,6,2,No,14,3,Travel_Rarely,2,3,2,0,2,1,3,3,2,2
No,Female,44,Divorced,Life Sciences,3,3195,1,4,1,Yes,18,3,Travel_Rarely,3,2,2,2,2,3,3,4,1,3
Yes,Male,23,Single,Medical,1,3989,8,1,1,Yes,11,3,Travel_Rarely,0,5,4,1,2,4,2,3,1,3
No,Female,38,Married,Medical,2,3306,4,7,1,No,19,3,Travel_Rarely,1,0,0,0,0,4,3,3,4,2
No,Male,53,Married,Medical,4,7005,24,3,3,No,15,3,Travel_Rarely,0,4,3,1,2,2,4,4,3,3
Yes,Female,48,Married,Medical,2,2655,7,2,1,Yes,11,3,Travel_Frequently,2,9,7,7,7,4,3,3,3,3
Yes,Male,32,Single,Life Sciences,4,1393,2,1,1,No,12,3,Travel_Rarely,0,1,0,0,0,4,3,2,1,3
No,Male,26,Single,Medical,3,2570,7,1,1,No,20,4,Non-Travel,0,7,7,5,7,4,3,4,3,3
No,Male,55,Divorced,Technical Degree,3,3537,22,5,1,No,12,3,Travel_Rarely,1,4,2,1,2,1,2,2,4,3
No,Male,34,Married,Medical,2,3986,5,1,2,No,14,3,Travel_Rarely,1,15,10,4,13,2,2,4,3,4
No,Male,60,Divorced,Medical,4,10883,1,3,3,No,20,4,Travel_Rarely,1,1,0,0,0,3,1,4,3,4
No,Male,33,Married,Medical,3,2028,21,1,1,No,18,3,Travel_Rarely,3,14,11,2,13,2,4,2,4,3
No,Male,37,Divorced,Medical,4,9525,1,1,2,No,14,3,Travel_Frequently,2,6,3,1,3,3,1,4,3,2
No,Female,34,Married,Life Sciences,3,2929,19,1,1,No,12,3,Travel_Rarely,0,10,9,8,7,2,2,4,2,3
Yes,Male,23,Divorced,Life Sciences,3,2275,7,1,1,Yes,21,4,Travel_Rarely,1,3,2,0,2,3,3,4,2,3
No,Female,44,Married,Life Sciences,3,7879,2,1,3,Yes,19,3,Travel_Rarely,1,8,7,6,7,3,4,4,2,3
No,Male,35,Single,Medical,4,4930,2,0,1,Yes,14,3,Travel_Frequently,0,5,4,1,4,1,2,4,3,4
No,Male,43,Married,Medical,3,7847,2,1,2,Yes,17,3,Travel_Rarely,1,10,9,8,8,4,3,4,1,3
No,Male,24,Married,Medical,3,4401,9,1,1,No,16,3,Travel_Rarely,1,5,3,0,4,3,4,3,4,3
No,Male,41,Single,Marketing,3,9241,6,1,3,No,12,3,Travel_Rarely,0,10,8,8,7,4,3,3,2,3
No,Female,29,Married,Medical,4,2974,9,9,1,No,17,3,Travel_Rarely,1,5,3,1,2,4,3,3,3,3
No,Female,36,Single,Life Sciences,4,4502,2,3,2,No,15,3,Travel_Rarely,0,13,7,6,7,3,3,4,3,2
No,Male,45,Married,Life Sciences,1,10748,1,3,3,No,23,4,Non-Travel,1,23,15,14,4,3,2,3,4,2
Yes,Male,24,Married,Human Resources,1,1555,22,1,1,No,11,3,Travel_Rarely,1,1,0,0,0,4,1,3,3,3
Yes,Male,47,Married,Life Sciences,3,12936,9,7,4,No,11,3,Travel_Frequently,0,23,5,14,10,3,1,3,3,1
No,Male,26,Married,Medical,4,2305,17,1,1,No,15,3,Travel_Rarely,3,3,2,0,2,4,1,3,3,4
No,Female,45,Single,Technical Degree,2,16704,28,1,4,No,11,3,Travel_Rarely,0,21,6,8,6,4,2,2,3,3
No,Male,32,Married,Life Sciences,3,3433,10,6,1,No,13,3,Travel_Frequently,1,5,2,1,3,1,3,3,1,2
No,Male,31,Married,Life Sciences,4,3477,2,1,1,No,14,3,Travel_Rarely,1,5,2,0,3,2,3,3,4,4
No,Male,41,Married,Human Resources,3,6430,4,6,2,No,19,3,Non-Travel,1,3,2,1,2,3,1,2,2,3
No,Female,40,Married,Life Sciences,2,6516,8,2,2,Yes,16,3,Travel_Rarely,1,1,0,0,0,2,3,1,2,3
No,Male,24,Divorced,Medical,1,3907,29,1,1,No,13,3,Travel_Rarely,3,6,2,1,2,2,3,1,2,4
No,Male,46,Single,Life Sciences,4,5562,13,6,2,No,14,3,Travel_Rarely,0,10,7,0,9,3,3,2,4,3
No,Male,35,Married,Life Sciences,4,6883,27,2,2,No,16,3,Travel_Rarely,1,7,7,0,7,4,3,3,2,3
No,Male,30,Married,Life Sciences,1,2862,16,1,1,No,12,3,Travel_Rarely,1,10,0,0,8,2,3,4,2,2
No,Male,47,Married,Marketing,4,4978,2,7,2,No,11,3,Non-Travel,1,1,0,0,0,3,3,2,4,1
No,Male,46,Divorced,Life Sciences,3,10368,2,4,3,Yes,12,3,Travel_Rarely,1,10,6,0,3,3,3,4,2,2
Yes,Male,36,Divorced,Marketing,5,6134,13,5,2,Yes,13,3,Travel_Rarely,3,2,2,2,2,2,2,1,2,3
Yes,Male,32,Single,Life Sciences,2,6735,1,6,2,No,15,3,Travel_Rarely,0,0,0,0,0,1,1,2,2,3
No,Female,23,Single,Medical,1,3295,4,1,1,No,13,3,Travel_Rarely,0,3,2,1,2,3,3,2,3,1
No,Female,31,Single,Technical Degree,1,5238,24,2,2,No,20,4,Travel_Frequently,0,5,4,1,4,4,3,4,4,2
No,Male,39,Married,Life Sciences,3,6472,1,1,2,Yes,15,3,Non-Travel,1,9,8,5,8,4,3,4,4,3
No,Male,32,Married,Life Sciences,3,9610,19,3,3,No,13,3,Travel_Rarely,1,4,3,0,2,4,1,3,3,1
No,Male,40,Single,Medical,4,19833,7,1,5,No,14,3,Travel_Rarely,0,21,8,12,8,2,3,2,2,2
No,Female,45,Married,Life Sciences,3,9756,4,4,3,No,21,4,Travel_Rarely,2,5,0,0,3,3,1,3,3,4
No,Female,30,Single,Technical Degree,4,4968,2,0,1,No,16,3,Travel_Frequently,0,9,7,0,7,4,2,1,4,3
No,Male,24,Married,Medical,3,2145,10,0,1,No,14,3,Travel_Frequently,1,2,2,2,1,1,3,4,4,3
Yes,Female,30,Divorced,Human Resources,3,2180,8,6,1,No,11,3,Travel_Frequently,1,4,2,1,2,3,2,4,3,2
No,Male,31,Married,Technical Degree,3,8346,5,1,2,No,19,3,Travel_Rarely,1,5,2,0,2,1,3,3,3,3
No,Female,27,Single,Medical,3,3445,8,1,1,No,11,3,Travel_Rarely,0,6,2,1,4,3,3,4,3,2
Yes,Female,29,Single,Marketing,3,2760,9,1,1,No,13,3,Travel_Rarely,0,2,2,2,2,2,1,2,3,3
No,Male,29,Single,Life Sciences,3,6294,1,8,2,Yes,12,3,Travel_Frequently,0,3,2,0,2,4,4,3,4,4
No,Male,30,Divorced,Marketing,2,7140,15,2,3,No,11,3,Travel_Rarely,1,7,7,1,7,3,2,1,1,3
No,Male,34,Married,Medical,4,2932,2,0,1,Yes,14,3,Travel_Rarely,3,5,0,1,2,4,4,4,1,3
No,Female,33,Single,Marketing,3,5147,2,8,2,No,15,3,Non-Travel,0,11,7,1,7,4,3,2,4,2
No,Female,49,Single,Marketing,4,4507,11,3,2,No,12,3,Travel_Rarely,0,5,1,0,4,4,3,4,3,4
Yes,Female,33,Single,Life Sciences,3,8564,16,2,3,Yes,20,4,Travel_Rarely,0,0,0,0,0,1,3,1,3,2
No,Female,38,Married,Medical,2,2468,2,4,1,No,14,3,Travel_Frequently,1,6,1,0,5,3,2,2,2,2
Yes,Male,31,Married,Marketing,4,8161,16,2,3,No,13,3,Travel_Rarely,3,1,0,0,0,1,3,3,1,3
No,Female,29,Divorced,Technical Degree,3,2109,4,1,1,No,13,3,Travel_Rarely,1,1,0,0,0,4,2,1,3,3
No,Male,30,Married,Life Sciences,3,5294,16,3,2,No,16,3,Travel_Rarely,1,7,0,1,7,3,4,3,3,3
No,Male,32,Single,Technical Degree,4,2718,5,2,1,No,14,3,Non-Travel,0,7,7,0,7,2,3,2,2,3
No,Male,38,Married,Medical,3,5811,18,3,2,Yes,16,3,Travel_Rarely,1,1,0,1,0,2,1,4,3,3
Yes,Male,43,Married,Technical Degree,3,2437,17,9,1,Yes,16,3,Travel_Frequently,1,1,0,0,0,3,2,3,4,3
No,Male,42,Divorced,Medical,3,2766,12,8,1,No,22,4,Travel_Rarely,3,5,3,0,4,2,3,2,2,2
No,Male,55,Married,Medical,3,19038,2,8,5,No,12,3,Travel_Rarely,3,1,0,0,0,3,2,1,2,3
No,Male,33,Divorced,Technical Degree,3,3055,4,5,2,No,15,3,Non-Travel,2,9,8,1,7,4,3,2,4,2
No,Male,41,Divorced,Life Sciences,4,2289,9,1,1,No,20,4,Travel_Rarely,2,5,3,0,4,3,3,1,2,3
No,Male,34,Divorced,Life Sciences,3,4001,10,1,2,Yes,14,3,Non-Travel,1,15,14,0,7,4,3,3,3,3
No,Female,53,Married,Medical,4,12965,1,4,4,Yes,20,4,Non-Travel,3,3,2,0,2,1,2,3,4,2
No,Male,43,Single,Life Sciences,3,3539,2,0,1,No,13,3,Travel_Rarely,0,9,7,1,8,2,3,4,2,3
No,Female,34,Single,Life Sciences,2,6029,3,5,2,No,12,3,Travel_Rarely,0,2,2,2,2,4,1,4,1,3
Yes,Male,21,Single,Marketing,1,2679,7,1,1,No,13,3,Travel_Rarely,0,1,0,1,0,2,3,2,2,3
No,Female,38,Married,Other,2,3702,6,1,1,No,11,3,Travel_Rarely,1,5,4,0,4,4,2,3,2,3
Yes,Female,22,Married,Medical,1,2398,8,1,1,Yes,17,3,Travel_Rarely,0,1,0,0,0,3,3,1,3,3
No,Female,31,Married,Marketing,4,5468,29,1,2,No,14,3,Travel_Rarely,2,12,7,5,7,1,2,4,1,3
No,Female,51,Married,Technical Degree,3,13116,3,2,3,No,11,3,Travel_Rarely,0,2,2,2,2,1,3,3,4,3
No,Male,37,Married,Marketing,2,4189,9,1,2,No,14,3,Travel_Rarely,2,5,2,0,3,2,2,2,1,3
No,Male,46,Divorced,Medical,4,19328,2,7,5,Yes,17,3,Travel_Rarely,1,2,1,2,2,3,3,4,3,3
No,Male,36,Married,Life Sciences,3,8321,10,7,3,Yes,13,3,Travel_Rarely,1,12,8,5,7,4,3,1,4,3
Yes,Male,44,Divorced,Medical,2,2342,1,1,1,Yes,12,3,Travel_Frequently,3,5,3,2,3,3,3,2,3,2
No,Male,37,Divorced,Other,2,4071,8,2,2,No,13,3,Travel_Rarely,0,10,0,4,7,3,3,2,3,2
Yes,Male,35,Single,Life Sciences,3,5813,27,1,2,Yes,18,3,Travel_Rarely,0,10,7,7,7,3,3,4,4,3
No,Male,33,Married,Life Sciences,4,3143,8,6,1,No,19,3,Travel_Rarely,1,10,8,7,6,4,4,1,2,3
No,Male,28,Married,Life Sciences,3,2044,1,1,1,No,11,3,Travel_Rarely,1,5,3,0,3,3,3,4,3,4
No,Male,39,Single,Medical,1,13464,10,7,3,No,21,4,Travel_Rarely,0,4,3,2,2,3,3,3,3,3
No,Male,46,Single,Life Sciences,2,7991,26,8,2,No,15,3,Non-Travel,0,2,2,2,2,2,2,2,3,3
No,Female,40,Married,Life Sciences,2,3377,2,4,1,No,17,3,Travel_Rarely,1,4,3,0,2,3,3,1,4,2
No,Male,42,Married,Medical,3,5538,13,5,2,No,18,3,Travel_Rarely,2,0,0,0,0,2,4,1,3,2
No,Male,35,Divorced,Medical,2,5762,2,2,2,No,14,3,Non-Travel,1,7,7,1,7,2,3,4,3,3
No,Male,38,Divorced,Human Resources,3,2592,2,5,1,No,13,3,Non-Travel,3,11,10,3,8,1,3,2,4,3
Yes,Male,34,Married,Life Sciences,4,5346,9,4,2,No,17,3,Travel_Frequently,1,7,1,0,7,4,3,1,3,2
Yes,Male,37,Single,Medical,4,4213,10,1,2,No,15,3,Travel_Rarely,0,10,3,0,8,4,3,1,2,1
No,Male,39,Divorced,Life Sciences,3,4127,20,2,2,No,18,3,Travel_Frequently,1,2,1,2,2,3,3,4,4,3
No,Male,43,Single,Life Sciences,3,2438,9,4,1,No,13,3,Non-Travel,0,3,2,1,2,1,3,3,3,2
No,Male,41,Single,Life Sciences,3,6870,5,3,2,No,12,3,Travel_Rarely,0,3,2,1,2,2,4,2,1,1
No,Female,41,Divorced,Marketing,1,10447,4,0,3,Yes,13,3,Travel_Rarely,1,22,14,13,5,3,3,3,4,4
No,Female,30,Single,Medical,3,9667,10,9,3,No,14,3,Travel_Rarely,0,7,7,0,2,1,3,3,2,3
Yes,Female,26,Married,Medical,2,2148,20,0,1,Yes,11,3,Travel_Rarely,0,5,1,1,4,4,3,2,3,3
Yes,Female,46,Married,Medical,2,8926,21,4,2,No,22,4,Travel_Rarely,1,9,7,3,7,4,3,2,4,4
No,Female,40,Divorced,Life Sciences,3,6513,1,4,2,No,17,3,Travel_Rarely,1,5,3,0,3,3,3,4,4,3
No,Male,34,Married,Technical Degree,2,6799,8,1,2,No,21,4,Travel_Rarely,2,10,8,4,8,2,4,3,3,3
No,Male,58,Divorced,Medical,3,16291,2,4,4,No,22,4,Non-Travel,1,16,9,14,14,2,3,2,4,2
No,Male,35,Married,Medical,4,2705,23,0,1,No,16,3,Travel_Rarely,1,5,4,0,3,2,1,3,2,4
No,Female,47,Divorced,Life Sciences,3,10333,4,8,3,Yes,12,3,Travel_Rarely,1,22,11,14,10,3,2,2,3,3
No,Female,40,Divorced,Life Sciences,3,4448,12,2,2,No,12,3,Travel_Rarely,1,7,4,7,7,2,3,1,2,3
No,Female,54,Married,Medical,4,6854,7,4,2,No,15,3,Travel_Rarely,1,7,1,1,7,4,3,4,2,2
No,Female,31,Married,Marketing,4,9637,7,2,3,No,14,3,Travel_Frequently,2,3,2,2,2,1,3,1,4,3
No,Female,28,Married,Medical,3,3591,1,1,1,No,25,4,Travel_Rarely,1,3,2,1,2,3,3,1,3,3
No,Female,38,Married,Marketing,4,5405,2,2,2,Yes,20,4,Travel_Rarely,2,4,2,0,3,2,1,4,1,2
No,Male,26,Single,Medical,3,4684,10,1,2,No,13,3,Travel_Rarely,0,5,3,1,2,3,3,4,1,3
No,Male,58,Married,Life Sciences,4,15787,15,2,4,Yes,14,3,Travel_Frequently,0,2,2,2,2,1,3,3,2,3
No,Female,18,Single,Medical,3,1514,14,1,1,No,16,3,Non-Travel,0,0,0,0,0,2,3,3,3,1
Yes,Male,31,Married,Human Resources,5,2956,18,0,1,No,17,3,Travel_Rarely,0,1,0,0,0,4,4,1,3,3
